laboratory,研究室
lack,欠如
lake,湖
land,土地
language,言語
large,大
last,最終
late,遅く
laugh,笑い
launch,打ち上げ
law,法律
lead,鉛
leak,リーク
learn,学びます
leave,去ります
left,左
legal,法的
legislature,議会
lend,貸します
less,もっと少なく
let,てみましょう
letter,文字
level,レベル
liberal,リベラル
lie,嘘
life,生活
lift,リフト
light,光
lightning,ライトニング
like,以下のような
limit,リミット
line,ライン
link,リンク
liquid,液体
list,リスト
listen,聴く
literature,文献
little,少し
live,ライブ
load,負荷
loan,ローン
local,地元
lonely,寂しい
long,長いです
look,見て
lose,失う
loud,うるさいです
love,愛
low,低いです
loyal,ロイヤル
luck,運
machine,機械
magazine,マガジン
mail,郵便物
main,メイン
major,主要な
majority,大多数
make,作ります
male,男性
man,おとこ
manufacture,製造
many,たくさんの
map,地図
march,行進
mark,マーク
market,市場
marry,結婚します
mass,質量
mate,メイト
material,材料
mathematics,数学
matter,事柄
may,かもしれません
mayor,市長
meal,お食事
mean,平均
measure,計測
meat,お肉
media,メディア
medicine,医学
meet,会います
melt,メルト
member,メンバー
memorial,追悼
memory,メモリ
mental,メンタル
message,メッセージ
metal,金属
method,方法
microscope,顕微鏡
middle,中間
militant,好戦的な
military,軍事的
militia,民兵
milk,ミルク
mind,マインド
mine,鉱山
mineral,ミネラル
minister,牧師
minor,マイナー
minority,少数
minute,分
miss,ミス
missile,ミサイル
missing,行方不明
mistake,間違い
mix,ミックス
mob,群衆
model,モデル
moderate,適度
modern,近代的
money,お金
month,月
moon,月
moral,道徳
more,もっと
morning,朝
most,最も
mother,母
motion,モーション
mountain,山
mourn,悼みます
move,動き
movement,移動
movie,映画
much,はるかに
murder,殺人
music,音楽
must,しなければなりません
mystery,神秘
name,名
narrow,狭い
nation,国家
native,ネイティブ
natural,ナチュラル
nature,自然
navy,海軍
near,近く
necessary,必要
need,必要
negotiate,交渉します
neighbor,隣人
neither,どちらもありません
neutral,中性
never,決して
new,新しい
news,ニュース
next,次
nice,すてきな
night,夜
no,いいえ
noise,ノイズ
nominate,ノミネート
noon,正午
normal,ノーマル
north,北
not,ではありません
note,注意
nothing,何も
now,今
nowhere,どこにも
nuclear,核の
number,数
obey,従う
object,オブジェクト
observe,観察する
occupy,占める
ocean,海洋
of,の
off,オフ
offensive,攻撃
offer,提供
office,オフィス
officer,役員
official,公式
often,しばしば
oil,油
old,古い
on,に
once,一度
only,のみ
open,開いた
operate,操作します
opinion,意見
oppose,反対します
opposite,逆の
oppress,虐げます
or,若しくは
orbit,軌道
order,注文
organize,整理
other,他の
our,私達の
oust,追放します
out,でる
over,オーバー
overthrow,打倒
owe,負います
own,自分の
pain,痛み
paint,ペイント
paper,紙
parachute,パラシュート
parade,パレード
pardon,恩赦
parent,親
parliament,議会
part,部
partner,パートナー
party,パーティー
pass,パス
passenger,旅客
passport,パスポート
past,過去
path,パス
patient,患者
pay,支払う
peace,平和
people,人
percent,パーセント
perfect,パーフェクト
perform,行います
period,期間
permanent,恒久
permit,許可
person,人
persuade,説得
physical,物理的
physics,物理
picture,画像
piece,ピース
pig,豚
pilot,パイロット
pipe,パイプ
place,場所
plan,計画
planet,惑星
plant,工場
plastic,プラスチック
play,遊びます
please,お願いします
plenty,豊富
plot,プロット
poem,詩
point,ポイント
poison,毒
police,警察
policy,ポリシー
politics,政治
pollute,汚染
poor,貧しいです
popular,人気のあります
population,人口
port,ポート
position,ポジション
possess,所有します
possible,可能
postpone,後回し
pour,注ぐ
poverty,貧困
power,パワー
praise,賞賛
pray,祈る
predict,予測します
pregnant,妊娠しています
present,現在
president,大統領
press,押す
pressure,圧力
prevent,防ぐ
price,価格
prison,刑務所
private,プライベート
prize,賞
probably,多分
problem,問題
process,プロセス
produce,作物
profession,職業
professor,教授
profit,利益
program,プログラム
progress,進捗
project,プロジェクト
promise,約束する
propaganda,宣伝
property,プロパティ
propose,提案します
protect,守ります
protest,抗議
prove,証明します
provide,供給する
public,パブリック
publication,出版
publish,出版します
pull,引く
pump,ポンプ
punish,罰します
purchase,購入
pure,ピュア
purpose,目的
push,押す
put,置きます
quality,品質
question,質問
quick,速いです
quiet,静か
race,レース
radar,レーダー
radiation,放射線
radio,無線
raid,襲撃
railroad,鉄道
rain,雨
raise,上げます
rape,レイプ
rare,レア
rate,レート
reach,リーチ
react,反応します
read,読む
ready,準備ができて
real,リアル
realistic,現実的
reason,理由
reasonable,合理的
rebel,反乱
receive,受け取ります
recent,最近
recession,不況
recognize,認めます
record,記録
recover,回復します
red,赤
reduce,減らします
reform,改革
refugee,難民
refuse,ごみ
register,登録
regret,後悔
reject,拒絶します
relations,関係
release,解除
religion,宗教
remain,残ります
remains,遺体
remember,思い出します
remove,取り除きます
repair,修復
repeat,繰り返す
report,報告する
represent,代表します
repress,抑制
request,要求
require,必要とします
rescue,レスキュー
research,研究
resign,辞職します
resist,抵抗します
resolution,解決
resource,リソース
respect,尊敬
responsible,責任
rest,残り
restaurant,レストラン
restrain,抑えます
restrict,制限します
result,結果
retire,引退します
return,リターン
revolt,反乱
rice,ご飯
rich,リッチ
ride,ライド
right,右
riot,暴動
rise,上がり
risk,リスク
river,川
road,道路
rob,奪います
rock,岩
rocket,ロケット
roll,ロール
room,ルーム
root,ルート
rope,ロープ
rough,ラフ
round,円形
rub,こする
rubber,ゴム
ruin,破滅
rule,ルール
run,ラン
rural,農村
sabotage,破壊活動
sacrifice,犠牲
sad,悲しい
safe,安全
sail,帆
sailor,船乗り
salt,塩
same,同じ
sand,砂
satellite,衛星
satisfy,満たす
save,セーブ
say,いう
school,学校
science,科学
sea,海
search,サーチ
season,シーズン
seat,シート
second,第2
secret,秘密
security,セキュリティ
see,見る
seed,シード
seeking,探求
seem,思われる
seize,握ります
self,自己
sell,売る
Senate,上院
send,送ります
sense,感覚
sentence,文
separate,別
series,シリーズ
serious,深刻
serve,サーブ
service,サービス
set,セット
settle,解決します
several,いくつかの
severe,厳しいです
sex,性別
shake,振ります
shape,形状
share,シェア
sharp,シャープ
she,彼女
sheep,羊
shell,シェル
shelter,シェルター
shine,輝きます
ship,船
shock,ショック
shoe,靴
shoot,シュート
short,ショート
should,すべきです
shout,叫び
show,ショー
shrink,シュリンク
sick,病気
sickness,病気
side,側
sign,符号
signal,信号
silence,沈黙
silver,銀
similar,同様の
simple,シンプル
since,から
sing,歌う
single,シングル
sink,シンク
sister,シスター
sit,座ります
situation,状況
size,サイズ
skeleton,スケルトン
skill,スキル
skin,肌
sky,空
slave,奴隷
sleep,睡眠
slide,滑り台
slow,スロー
small,小さい
smash,スマッシュ
smell,香り
smoke,煙
smooth,スムース
snow,雪
so,そう
social,ソーシャル
soft,柔らかい
soil,土壌
soldier,兵士
solid,固体
solve,解決する
some,一部
son,息子
soon,やがて
sort,ソート
sound,音
south,南
space,スペース
speak,話す
special,特別
speech,スピーチ
speed,速度
spend,費やす
spill,溢流
spirit,精神
split,スプリット
sport,スポーツ
spread,スプレッド
spring,春
spy,スパイ
square,平方
stab,刺す
stand,スタンド
star,星
start,開始
starve,飢えます
state,状態
station,駅
statue,像
stay,滞在
steal,スチール
steam,蒸気
steel,鋼
step,ステップ
stick,スティック
still,やはり
stone,石
stop,やめる
store,格納
storm,嵐
story,ストーリー
stove,レンジ
straight,まっすぐ
strange,奇妙
street,通り
stretch,ストレッチ
strike,ストライク
strong,強い
structure,構造
struggle,闘い
study,調査
stupid,愚か
subject,主題
submarine,潜水艦
substance,物質
substitute,代替
subversion,転覆
succeed,成功します
such,そのような
sudden,突然
suffer,苦しみます
sugar,シュガー
suggest,提案します
suicide,自殺
summer,夏
sun,太陽
supervise,監督します
supply,サプライ
support,サポート
suppose,思います
suppress,抑えます
sure,確か
surface,表面
surplus,余剰
surprise,驚き
surrender,降伏
surround,囲む
survive,生き残ります
suspect,容疑者
suspend,サスペンド
swallow,飲み込む
swear in,に誓います
sweet,甘い
swim,泳ぐ
sympathy,同情
system,システム
take,取る
talk,トーク
tall,背が高いです
tank,タンク
target,ターゲット
taste,味
tax,税金
tea,お茶
teach,教える
team,チーム
tear,涙
technical,テクニカル
technology,技術
telephone,電話
telescope,望遠鏡
television,テレビ
tell,伝えます
temperature,温度
temporary,一時的
tense,時制
term,期間
terrible,ひどいです
territory,地域
terror,テロ
terrorist,テロリスト
test,テスト
than,より
thank,感謝
that,それ
the,インクルード
theater,劇場
them,それら
then,それから
theory,理論
there,そこ
these,これら
they,彼ら
thick,厚い
thin,薄いです
thing,事
think,考えます
third,三番
this,この
threaten,脅かす
through,スルー
throw,スロー
tie,ネクタイ
time,時間
tired,疲れました
to,に
today,今日
together,一緒に
tomorrow,明日
tonight,今晩
too,余りに
tool,ツール
top,上
torture,拷問
total,トータル
touch,タッチ
toward,方へ
town,タウン
trade,トレード
tradition,伝統
traffic,トラフィック
tragic,悲劇
train,列車
transport,輸送
transportation,交通
trap,トラップ
travel,旅行
treason,反逆
treasure,宝
treat,扱います
treatment,処理
treaty,条約
tree,木
trial,トライアル
tribe,部族
trick,トリック
trip,旅行
troops,軍
trouble,トラブル
truce,休戦
truck,トラック
true,真実
trust,信頼
try,試します
tube,チューブ
turn,順番
under,下
understand,わかる
unite,合わせます
universe,宇宙
university,大学
unless,ない限り、
until,まで
up,アップ
urge,衝動
urgent,緊急
us,米国
use,つかいます
usual,一般
vacation,休暇
vaccine,ワクチン
valley,谷
value,値
vegetable,野菜
vehicle,車両
version,バージョン
very,非常に
veto,拒否
victim,犠牲者
victory,勝利
video,ビデオ
village,村
violate,犯します
violence,暴力
visa,ビザ
visit,訪問
voice,音声
volcano,火山
volunteer,ボランティア
vote,投票
wages,賃金
wait,待つ
walk,歩く
wall,壁
want,欲しいです
war,戦争
warm,暖かいです
warn,警告します
wash,ウォッシュ
waste,廃棄物
watch,時計
water,水
wave,波
way,方法
we,我々
weak,弱い
wealth,富
weapon,武器
wear,着る
weather,天気
Web site,サイト
week,週間
weigh,量ります
welcome,ようこそ
well,良く
west,西
wet,ぬれました
what,何
wheat,小麦
wheel,ホイール
when,いつ
where,どこ
whether,かどうか
which,これ
while,同時に
white,白
who,誰
whole,全体
why,なぜ
wide,ワイド
wife,妻
wild,野生
will,意志
willing,喜んで
win,勝つ
wind,風
window,窓
winter,冬
wire,ワイヤー
wise,賢い
wish,希望
with,とともに
withdraw,取り下げます
without,無し
witness,証人
woman,女性
wonder,ワンダー
wonderful,素晴らしい
wood,木材
word,ワード
work,作業
world,世界
worry,心配
worse,さらに悪いです
worth,価値
wound,創傷
wreck,残骸
wreckage,残骸
write,書きます
wrong,違う
year,年
yellow,黄
yes,はい
yesterday,昨日
yet,未だ
you,君は
young,若い
zero,ゼロ
zoo,動物園
